Close,Date
24,608
68,609
69,610
69,611
68,612
78,613
58,614
11,615
68,616
69,617
71,618
99,619
76,620
83,621
94,622
39,623
44,624
68,625
27,626
68,627
33,628
50,629
82,630
39,631
27,632
68,633
93,634
61,635
72,636
69,637
67,638
77,639
60,640
26,641
97,642
72,643
74,644
54,645
22,646
68,647
60,648
77,649
27,650
21,651
60,652
16,653
27,654
70,655
64,656
12,657
68,658
106,659
48,660
71,661
73,662
70,663
49,664
13,665
57,666
98,667
72,668
74,669
76,670
74,671
56,672
18,673
18,674
16,675
20,676
19,677
18,678
18,679
16,680
51,681
74,682
74,683
94,684
74,685
73,686
98,687
61,688
23,689
101,690
74,691
72,692
76,693
74,694
75,695
42,696
25,697
22,698
22,699
22,700
24,701
22,702
22,703
22,704
44,705
68,706
105,707
73,708
67,709
67,710
66,711
65,712
71,713
91,714
57,715
68,716
83,717
43,718
45,719
79,720
57,721
24,722
59,723
69,724
28,725
17,726
14,727
52,728
66,729
94,730
105,731
66,732
68,733
65,734
75,735
33,736
66,737
71,738
35,739
22,740
20,741
20,742
20,743
20,744
22,745
22,746
20,747
22,748
22,749
23,750
22,751
18,752
11,753
33,754
58,755
9,756
19,757
22,758
10,759
22,760
34,761
30,762
23,763
12,764
11,765
13,766
26,767
46,768
10,769
12,770
12,771
11,772
12,773
12,774
13,775
11,776
12,777
60,778
42,779
54,780
57,781
12,782
56,783
52,784
39,785
39,786
11,787
13,788
13,789
14,790
13,791
12,792
12,793
12,794
12,795
12,796
12,797
13,798
12,799
11,800
14,801
44,802
17,803
14,804
15,805
14,806
13,807
15,808
10,809
8,810
14,811
16,812
16,813
16,814
18,815
16,816
16,817
16,818
18,819
16,820
18,821
16,822
16,823
16,824
10,825
8,826
43,827
13,828
9,829
27,830
27,831
12,832
10,833
12,834
17,835
15,836
16,837
19,838
15,839
18,840
16,841
15,842
16,843
16,844
15,845
16,846
18,847
15,848
16,849
27,850
42,851
8,852
25,853
24,854
8,855
14,856
20,857
8,858
12,859
13,860
13,861
14,862
13,863
15,864
13,865
13,866
14,867
14,868
14,869
13,870
14,871
14,872
29,873
36,874
65,875
22,876
23,877
23,878
23,879
24,880
24,881
43,882
11,883
14,884
13,885
14,886
12,887
14,888
13,889
13,890
13,891
15,892
13,893
13,894
13,895
13,896
13,897
27,898
13,899
15,900
15,901
36,902
67,903
43,904
72,905
58,906
20,907
62,908
73,909
72,910
64,911
22,912
44,913
68,914
22,915
15,916
52,917
54,918
17,919
20,920
51,921
80,922
33,923
64,924
13,925
12,926
14,927
11,928
14,929
48,930
11,931
15,932
13,933
13,934
13,935
14,936
13,937
13,938
14,939
14,940
13,941
13,942
14,943
12,944
10,945
36,946
42,947
22,948
23,949
9,950
26,951
10,952
23,953
11,954
12,955
13,956
13,957
13,958
13,959
14,960
13,961
13,962
14,963
13,964
13,965
13,966
14,967
12,968
9,969
50,970
20,971
8,972
9,973
9,974
8,975
16,976
10,977
12,978
12,979
13,980
13,981
13,982
13,983
13,984
13,985
13,986
14,987
14,988
14,989
13,990
13,991
13,992
10,993
8,994
43,995
8,996
9,997
9,998
8,999
10,1000
9,1001
10,1002
11,1003
13,1004
14,1005
12,1006
13,1007
13,1008
13,1009
13,1010
13,1011
12,1012
15,1013
13,1014
13,1015
12,1016
11,1017
8,1018
24,1019
8,1020
8,1021
8,1022
8,1023
13,1024
8,1025
11,1026
11,1027
13,1028
13,1029
13,1030
14,1031
14,1032
13,1033
13,1034
13,1035
14,1036
13,1037
13,1038
13,1039
13,1040
14,1041
39,1042
24,1043
8,1044
23,1045
23,1046
24,1047
8,1048
10,1049
11,1050
12,1051
12,1052
12,1053
12,1054
14,1055
12,1056
12,1057
13,1058
16,1059
13,1060
13,1061
13,1062
13,1063
12,1064
10,1065
25,1066
11,1067
59,1068
68,1069
66,1070
66,1071
57,1072
74,1073
29,1074
37,1075
80,1076
80,1077
81,1078
76,1079
82,1080
60,1081
28,1082
28,1083
27,1084
59,1085
78,1086
78,1087
56,1088
56,1089
105,1090
72,1091
68,1092
68,1093
67,1094
78,1095
71,1096
94,1097
81,1098
40,1099
73,1100
81,1101
85,1102
48,1103
64,1104
73,1105
71,1106
18,1107
65,1108
76,1109
71,1110
16,1111
35,1112
68,1113
99,1114
96,1115
71,1116
67,1117
65,1118
86,1119
69,1120
69,1121
45,1122
31,1123
55,1124
80,1125
81,1126
86,1127
71,1128
72,1129
34,1130
20,1131
64,1132
72,1133
62,1134
18,1135
73,1136
67,1137
100,1138
66,1139
90,1140
66,1141
65,1142
57,1143
26,1144
70,1145
112,1146
53,1147
70,1148
79,1149
83,1150
75,1151
69,1152
72,1153
23,1154
18,1155
39,1156
69,1157
71,1158
32,1159
56,1160
74,1161
68,1162
66,1163
77,1164
68,1165
67,1166
77,1167
75,1168
67,1169
82,1170
36,1171
76,1172
76,1173
76,1174
27,1175
22,1176
28,1177
77,1178
81,1179
81,1180
80,1181
79,1182
46,1183
49,1184
70,1185
70,1186
69,1187
86,1188
67,1189
68,1190
80,1191
20,1192
16,1193
69,1194
74,1195
78,1196
78,1197
78,1198
33,1199
23,1200
30,1201
71,1202
81,1203
82,1204
81,1205
81,1206
47,1207
45,1208
67,1209
72,1210
101,1211
101,1212
67,1213
67,1214
81,1215
27,1216
13,1217
56,1218
71,1219
71,1220
20,1221
18,1222
49,1223
30,1224
47,1225
83,1226
77,1227
76,1228
76,1229
74,1230
28,1231
14,1232
33,1233
74,1234
96,1235
85,1236
77,1237
73,1238
113,1239
61,1240
88,1241
70,1242
72,1243
36,1244
49,1245
76,1246
28,1247
52,1248
77,1249
52,1250
15,1251
18,1252
18,1253
69,1254
58,1255
40,1256
74,1257
73,1258
74,1259
101,1260
73,1261
76,1262
87,1263
61,1264
26,1265
71,1266
105,1267
80,1268
82,1269
81,1270
45,1271
22,1272
27,1273
74,1274
69,1275
69,1276
52,1277
16,1278
16,1279
64,1280
66,1281
102,1282
65,1283
78,1284
66,1285
66,1286
27,1287
44,1288
101,1289
74,1290
53,1291
46,1292
80,1293
81,1294
49,1295
50,1296
43,1297
76,1298
70,1299
69,1300
71,1301
32,1302
16,1303
54,1304
66,1305
69,1306
67,1307
77,1308
67,1309
69,1310
81,1311
68,1312
63,1313
78,1314
71,1315
53,1316
81,1317
81,1318
53,1319
24,1320
50,1321
78,1322
78,1323
78,1324
74,1325
62,1326
23,1327
35,1328
74,1329
75,1330
77,1331
98,1332
73,1333
78,1334
87,1335
91,1336
67,1337
106,1338
79,1339
81,1340
82,1341
82,1342
65,1343
27,1344
24,1345
59,1346
81,1347
80,1348
78,1349
52,1350
24,1351
33,1352
59,1353
76,1354
82,1355
77,1356
72,1357
76,1358
102,1359
72,1360
100,1361
69,1362
69,1363
63,1364
22,1365
55,1366
22,1367
65,1368
46,1369
78,1370
78,1371
78,1372
80,1373
67,1374
27,1375
18,1376
57,1377
76,1378
92,1379
70,1380
66,1381
66,1382
80,1383
71,1384
41,1385
43,1386
107,1387
81,1388
78,1389
78,1390
22,1391
51,1392
79,1393
83,1394
83,1395
42,1396
28,1397
57,1398
83,1399
21,1400
62,1401
70,1402
79,1403
69,1404
84,1405
68,1406
63,1407
17,1408
37,1409
68,1410
71,1411
80,1412
79,1413
66,1414
35,1415
78,1416
81,1417
81,1418
82,1419
27,1420
57,1421
81,1422
27,1423
26,1424
69,1425
102,1426
68,1427
68,1428
84,1429
67,1430
38,1431
28,1432
67,1433
71,1434
100,1435
50,1436
20,1437
64,1438
47,1439
22,1440
50,1441
76,1442
76,1443
74,1444
33,1445
37,1446
71,1447
15,1448
43,1449
78,1450
79,1451
108,1452
72,1453
74,1454
106,1455
68,1456
66,1457
81,1458
10,1459
14,1460
14,1461
14,1462
14,1463
14,1464
14,1465
14,1466
14,1467
14,1468
14,1469
16,1470
15,1471
13,1472
13,1473
14,1474
101,1475
105,1476
12,1477
32,1478
25,1479
11,1480
40,1481
137,1482
36,1483
15,1484
14,1485
14,1486
15,1487
14,1488
15,1489
14,1490
14,1491
16,1492
15,1493
14,1494
14,1495
14,1496
12,1497
11,1498
10,1499
10,1500
10,1501
9,1502
9,1503
11,1504
9,1505
12,1506
14,1507
15,1508
15,1509
15,1510
14,1511
16,1512
15,1513
15,1514
15,1515
15,1516
16,1517
15,1518
15,1519
14,1520
14,1521
14,1522
13,1523
11,1524
12,1525
11,1526
11,1527
11,1528
13,1529
13,1530
13,1531
14,1532
15,1533
15,1534
15,1535
15,1536
15,1537
17,1538
15,1539
15,1540
15,1541
16,1542
15,1543
12,1544
27,1545
26,1546
26,1547
11,1548
22,1549
8,1550
8,1551
25,1552
11,1553
11,1554
11,1555
14,1556
16,1557
14,1558
14,1559
15,1560
13,1561
14,1562
14,1563
15,1564
14,1565
14,1566
14,1567
14,1568
29,1569
61,1570
22,1571
23,1572
24,1573
39,1574
33,1575
12,1576
10,1577
11,1578
11,1579
13,1580
14,1581
13,1582
13,1583
14,1584
14,1585
13,1586
14,1587
13,1588
14,1589
13,1590
14,1591
11,1592
16,1593
65,1594
11,1595
8,1596
26,1597
24,1598
8,1599
23,1600
10,1601
10,1602
15,1603
19,1604
14,1605
15,1606
15,1607
16,1608
14,1609
15,1610
15,1611
18,1612
15,1613
15,1614
15,1615
15,1616
9,1617
21,1618
32,1619
48,1620
9,1621
8,1622
9,1623
12,1624
9,1625
13,1626
13,1627
13,1628
20,1629
69,1630
69,1631
39,1632
73,1633
50,1634
20,1635
60,1636
81,1637
36,1638
18,1639
38,1640
64,1641
66,1642
64,1643
89,1644
64,1645
66,1646
85,1647
11,1648
28,1649
68,1650
90,1651
76,1652
76,1653
78,1654
73,1655
23,1656
19,1657
74,1658
68,1659
46,1660
19,1661
68,1662
68,1663
26,1664
64,1665
64,1666
63,1667
75,1668
66,1669
67,1670
88,1671
38,1672
62,1673
41,1674
73,1675
78,1676
76,1677
77,1678
27,1679
72,1680
74,1681
76,1682
15,1683
14,1684
13,1685
67,1686
30,1687
58,1688
62,1689
62,1690
88,1691
69,1692
65,1693
64,1694
65,1695
65,1696
69,1697
104,1698
71,1699
76,1700
78,1701
76,1702
67,1703
57,1704
69,1705
63,1706
15,1707
14,1708
17,1709
28,1710
67,1711
35,1712
64,1713
100,1714
65,1715
89,1716
65,1717
62,1718
15,1719
10,1720
26,1721
105,1722
65,1723
73,1724
76,1725
78,1726
64,1727
53,1728
68,1729
40,1730
17,1731
54,1732
66,1733
68,1734
67,1735
67,1736
20,1737
39,1738
9,1739
91,1740
65,1741
78,1742
72,1743
35,1744
10,1745
69,1746
56,1747
76,1748
79,1749
76,1750
54,1751
59,1752
19,1753
19,1754
71,1755
71,1756
71,1757
70,1758
15,1759
47,1760
68,1761
95,1762
66,1763
66,1764
66,1765
97,1766
66,1767
93,1768
67,1769
65,1770
64,1771
55,1772
18,1773
21,1774
70,1775
71,1776
47,1777
32,1778
76,1779
74,1780
76,1781
74,1782
42,1783
11,1784
38,1785
86,1786
77,1787
64,1788
62,1789
64,1790
89,1791
65,1792
63,1793
68,1794
91,1795
32,1796
71,1797
71,1798
71,1799
70,1800
42,1801
20,1802
69,1803
76,1804
65,1805
18,1806
18,1807
57,1808
66,1809
67,1810
64,1811
87,1812
63,1813
69,1814
98,1815
54,1816
10,1817
57,1818
65,1819
70,1820
56,1821
15,1822
33,1823
59,1824
71,1825
70,1826
30,1827
15,1828
42,1829
71,1830
58,1831
15,1832
65,1833
96,1834
65,1835
66,1836
37,1837
9,1838
12,1839
63,1840
61,1841
34,1842
51,1843
72,1844
73,1845
72,1846
72,1847
18,1848
18,1849
63,1850
73,1851
73,1852
72,1853
74,1854
40,1855
13,1856
66,1857
64,1858
63,1859
67,1860
99,1861
66,1862
23,1863
31,1864
29,1865
71,1866
71,1867
74,1868
74,1869
56,1870
22,1871
36,1872
74,1873
32,1874
65,1875
74,1876
72,1877
74,1878
39,1879
18,1880
66,1881
66,1882
63,1883
94,1884
65,1885
64,1886
24,1887
56,1888
60,1889
16,1890
34,1891
91,1892
81,1893
81,1894
74,1895
53,1896
76,1897
81,1898
78,1899
80,1900
30,1901
72,1902
45,1903
18,1904
45,1905
82,1906
82,1907
87,1908
77,1909
74,1910
91,1911
74,1912
99,1913
74,1914
46,1915
43,1916
78,1917
78,1918
80,1919
80,1920
78,1921
79,1922
45,1923
43,1924
80,1925
80,1926
35,1927
19,1928
67,1929
97,1930
67,1931
71,1932
70,1933
80,1934
66,1935
38,1936
14,1937
62,1938
98,1939
80,1940
79,1941
67,1942
33,1943
33,1944
46,1945
83,1946
83,1947
83,1948
44,1949
28,1950
69,1951
41,1952
71,1953
71,1954
67,1955
85,1956
82,1957
67,1958
68,1959
39,1960
13,1961
65,1962
102,1963
79,1964
78,1965
80,1966
57,1967
24,1968
57,1969
80,1970
82,1971
81,1972
81,1973
81,1974
78,1975
54,1976
66,1977
101,1978
87,1979
70,1980
69,1981
86,1982
66,1983
71,1984
86,1985
45,1986
35,1987
76,1988
78,1989
78,1990
54,1991
24,1992
51,1993
83,1994
81,1995
81,1996
42,1997
27,1998
67,1999
48,2000
67,2001
67,2002
83,2003
70,2004
69,2005
68,2006
79,2007
69,2008
77,2009
91,2010
67,2011
56,2012
70,2013
81,2014
82,2015
54,2016
16,2017
63,2018
16,2019
16,2020
16,2021
16,2022
16,2023
15,2024
48,2025
96,2026
68,2027
86,2028
68,2029
69,2030
95,2031
41,2032
68,2033
67,2034
62,2035
57,2036
69,2037
70,2038
24,2039
61,2040
16,2041
15,2042
16,2043
15,2044
16,2045
15,2046
16,2047
16,2048
70,2049
77,2050
92,2051
70,2052
67,2053
65,2054
65,2055
62,2056
65,2057
72,2058
32,2059
68,2060
78,2061
76,2062
27,2063
64,2064
41,2065
69,2066
72,2067
72,2068
71,2069
74,2070
32,2071
15,2072
57,2073
110,2074
69,2075
85,2076
67,2077
65,2078
66,2079
69,2080
75,2081
70,2082
35,2083
65,2084
80,2085
74,2086
45,2087
71,2088
76,2089
74,2090
76,2091
74,2092
74,2093
52,2094
22,2095
19,2096
66,2097
101,2098
69,2099
71,2100
67,2101
65,2102
82,2103
69,2104
81,2105
80,2106
37,2107
70,2108
80,2109
80,2110
54,2111
25,2112
38,2113
71,2114
72,2115
72,2116
71,2117
32,2118
20,2119
17,2120
58,2121
68,2122
85,2123
72,2124
66,2125
65,2126
87,2127
41,2128
65,2129
65,2130
84,2131
72,2132
75,2133
74,2134
68,2135
55,2136
74,2137
72,2138
71,2139
74,2140
40,2141
23,2142
32,2143
73,2144
51,2145
41,2146
72,2147
70,2148
73,2149
71,2150
90,2151
65,2152
86,2153
71,2154
69,2155
53,2156
72,2157
74,2158
76,2159
46,2160
22,2161
24,2162
24,2163
24,2164
24,2165
24,2166
24,2167
24,2168
70,2169
66,2170
67,2171
82,2172
66,2173
66,2174
67,2175
32,2176
19,2177
70,2178
73,2179
73,2180
71,2181
74,2182
28,2183
23,2184
36,2185
74,2186
74,2187
76,2188
74,2189
74,2190
38,2191
23,2192
56,2193
64,2194
65,2195
81,2196
65,2197
81,2198
66,2199
68,2200
75,2201
52,2202
34,2203
71,2204
20,2205
69,2206
58,2207
26,2208
53,2209
78,2210
78,2211
78,2212
76,2213
76,2214
48,2215
17,2216
66,2217
70,2218
72,2219
83,2220
81,2221
64,2222
64,2223
68,2224
68,2225
81,2226
71,2227
71,2228
71,2229
58,2230
31,2231
29,2232
62,2233
72,2234
72,2235
74,2236
74,2237
74,2238
51,2239
19,2240
43,2241
76,2242
107,2243
72,2244
70,2245
68,2246
95,2247
56,2248
67,2249
66,2250
72,2251
66,2252
63,2253
20,2254
22,2255
61,2256
73,2257
73,2258
67,2259
62,2260
62,2261
62,2262
19,2263
20,2264
60,2265
89,2266
122,2267
122,2268
69,2269
93,2270
100,2271
67,2272
66,2273
61,2274
69,2275
70,2276
69,2277
70,2278
73,2279
70,2280
49,2281
53,2282
68,2283
62,2284
60,2285
62,2286
29,2287
34,2288
55,2289
53,2290
68,2291
82,2292
66,2293
12,2294
12,2295
18,2296
12,2297
12,2298
94,2299
27,2300
20,2301
20,2302
38,2303
40,2304
20,2305
23,2306
16,2307
40,2308
15,2309
16,2310
25,2311
58,2312
15,2313
14,2314
15,2315
23,2316
14,2317
14,2318
34,2319
67,2320
66,2321
28,2322
20,2323
20,2324
18,2325
24,2326
46,2327
31,2328
36,2329
43,2330
22,2331
24,2332
22,2333
23,2334
57,2335
18,2336
21,2337
50,2338
92,2339
55,2340
21,2341
20,2342
65,2343
51,2344
15,2345
96,2346
69,2347
41,2348
18,2349
28,2350
49,2351
24,2352
24,2353
24,2354
25,2355
22,2356
22,2357
24,2358
78,2359
18,2360
30,2361
20,2362
116,2363
65,2364
20,2365
20,2366
20,2367
47,2368
12,2369
76,2370
23,2371
13,2372
14,2373
15,2374
15,2375
21,2376
20,2377
22,2378
18,2379
22,2380
20,2381
20,2382
20,2383
18,2384
15,2385
25,2386
78,2387
38,2388
26,2389
36,2390
36,2391
23,2392
10,2393
9,2394
9,2395
9,2396
11,2397
12,2398
12,2399
12,2400
12,2401
13,2402
12,2403
12,2404
11,2405
12,2406
12,2407
11,2408
9,2409
26,2410
18,2411
79,2412
26,2413
39,2414
51,2415
20,2416
86,2417
96,2418
54,2419
14,2420
14,2421
14,2422
15,2423
15,2424
16,2425
15,2426
15,2427
15,2428
17,2429
15,2430
14,2431
14,2432
12,2433
15,2434
65,2435
66,2436
22,2437
39,2438
42,2439
42,2440
22,2441
9,2442
13,2443
12,2444
13,2445
14,2446
15,2447
14,2448
14,2449
15,2450
16,2451
14,2452
15,2453
14,2454
14,2455
14,2456
9,2457
18,2458
29,2459
18,2460
12,2461
9,2462
10,2463
12,2464
9,2465
14,2466
10,2467
10,2468
12,2469
15,2470
13,2471
14,2472
13,2473
14,2474
14,2475
14,2476
13,2477
14,2478
15,2479
12,2480
14,2481
22,2482
16,2483
16,2484
12,2485
11,2486
12,2487
14,2488
12,2489
10,2490
11,2491
11,2492
12,2493
16,2494
13,2495
14,2496
13,2497
13,2498
15,2499
13,2500
14,2501
14,2502
14,2503
13,2504
12,2505
9,2506
10,2507
10,2508
9,2509
10,2510
9,2511
11,2512
10,2513
11,2514
12,2515
16,2516
14,2517
16,2518
15,2519
15,2520
18,2521
15,2522
16,2523
15,2524
17,2525
16,2526
15,2527
14,2528
14,2529
9,2530
9,2531
8,2532
8,2533
9,2534
9,2535
8,2536
9,2537
11,2538
13,2539
14,2540
14,2541
16,2542
16,2543
15,2544
14,2545
16,2546
16,2547
16,2548
15,2549
16,2550
17,2551
14,2552
9,2553
53,2554
41,2555
38,2556
8,2557
8,2558
8,2559
10,2560
10,2561
12,2562
12,2563
12,2564
13,2565
13,2566
14,2567
14,2568
13,2569
11,2570
12,2571
13,2572
11,2573
12,2574
13,2575
14,2576
8,2577
9,2578
13,2579
18,2580
11,2581
34,2582
18,2583
44,2584
26,2585
30,2586
68,2587
20,2588
20,2589
24,2590
41,2591
56,2592
14,2593
14,2594
14,2595
13,2596
14,2597
14,2598
14,2599
12,2600
50,2601
66,2602
46,2603
27,2604
13,2605
12,2606
47,2607
96,2608
14,2609
17,2610
14,2611
17,2612
20,2613
24,2614
67,2615
48,2616
25,2617
26,2618
25,2619
70,2620
33,2621
25,2622
25,2623
59,2624
13,2625
59,2626
25,2627
24,2628
11,2629
12,2630
57,2631
20,2632
51,2633
14,2634
15,2635
45,2636
27,2637
28,2638
57,2639
33,2640
59,2641
33,2642
28,2643
26,2644
74,2645
26,2646
28,2647
28,2648
14,2649
68,2650
27,2651
31,2652
41,2653
13,2654
16,2655
11,2656
44,2657
24,2658
24,2659
25,2660
25,2661
27,2662
41,2663
38,2664
25,2665
48,2666
14,2667
15,2668
15,2669
55,2670
32,2671
32,2672
11,2673
11,2674
13,2675
91,2676
27,2677
20,2678
87,2679
64,2680
15,2681
23,2682
68,2683
102,2684
27,2685
22,2686
30,2687
56,2688
22,2689
22,2690
24,2691
22,2692
22,2693
22,2694
24,2695
20,2696
36,2697
20,2698
95,2699
96,2700
34,2701
20,2702
22,2703
40,2704
11,2705
20,2706
99,2707
27,2708
20,2709
22,2710
39,2711
59,2712
20,2713
24,2714
22,2715
24,2716
24,2717
24,2718
22,2719
20,2720
54,2721
81,2722
91,2723
42,2724
21,2725
20,2726
23,2727
44,2728
45,2729
98,2730
86,2731
15,2732
49,2733
22,2734
24,2735
42,2736
20,2737
20,2738
20,2739
22,2740
20,2741
20,2742
20,2743
22,2744
68,2745
44,2746
14,2747
36,2748
28,2749
32,2750
13,2751
44,2752
24,2753
47,2754
78,2755
44,2756
24,2757
26,2758
76,2759
24,2760
38,2761
22,2762
25,2763
22,2764
22,2765
22,2766
28,2767
51,2768
13,2769
12,2770
13,2771
13,2772
14,2773
15,2774
72,2775
59,2776
13,2777
35,2778
98,2779
32,2780
27,2781
31,2782
18,2783
47,2784
52,2785
29,2786
26,2787
26,2788
27,2789
26,2790
38,2791
38,2792
32,2793
55,2794
33,2795
57,2796
41,2797
34,2798
57,2799
26,2800
12,2801
71,2802
68,2803
17,2804
31,2805
25,2806
24,2807
37,2808
38,2809
26,2810
25,2811
27,2812
26,2813
26,2814
59,2815
12,2816
33,2817
44,2818
75,2819
20,2820
16,2821
13,2822
89,2823
30,2824
11,2825
14,2826
51,2827
111,2828
45,2829
22,2830
23,2831
63,2832
22,2833
22,2834
25,2835
22,2836
22,2837
24,2838
24,2839
18,2840
28,2841
75,2842
47,2843
17,2844
16,2845
17,2846
71,2847
22,2848
11,2849
32,2850
39,2851
78,2852
26,2853
26,2854
37,2855
56,2856
26,2857
25,2858
24,2859
25,2860
26,2861
25,2862
25,2863
27,2864
16,2865
15,2866
16,2867
20,2868
71,2869
46,2870
15,2871
18,2872
40,2873
41,2874
22,2875
51,2876
24,2877
27,2878
82,2879
43,2880
16,2881
16,2882
17,2883
16,2884
15,2885
15,2886
18,2887
14,2888
38,2889
70,2890
72,2891
51,2892
33,2893
12,2894
63,2895
12,2896
22,2897
98,2898
26,2899
26,2900
25,2901
27,2902
87,2903
55,2904
22,2905
22,2906
24,2907
23,2908
24,2909
55,2910
76,2911
16,2912
20,2913
22,2914
20,2915
96,2916
46,2917
18,2918
41,2919
44,2920
16,2921
18,2922
37,2923
22,2924
22,2925
30,2926
81,2927
59,2928
22,2929
15,2930
17,2931
63,2932
20,2933
15,2934
15,2935
15,2936
19,2937
19,2938
48,2939
79,2940
34,2941
20,2942
89,2943
21,2944
18,2945
39,2946
51,2947
22,2948
20,2949
25,2950
71,2951
24,2952
26,2953
56,2954
14,2955
14,2956
14,2957
14,2958
44,2959
14,2960
13,2961
43,2962
28,2963
49,2964
80,2965
15,2966
37,2967
15,2968
11,2969
27,2970
72,2971
22,2972
23,2973
43,2974
59,2975
40,2976
25,2977
25,2978
27,2979
25,2980
26,2981
25,2982
39,2983
14,2984
11,2985
61,2986
40,2987
56,2988
22,2989
13,2990
51,2991
13,2992
12,2993
41,2994
37,2995
21,2996
22,2997
